Country,Song Name,Popularity,Time Signature,Duration MS,Tempo,Valence,Liveness,Instrumentalness,Acousticness,Speechiness,Loudness,Key,Mode,Energy,Danceability
0,Amar Bhindeshi Tara - Chondrobindu (Lyrics).wav,0.7954545454545455,0.5,0.23864833112564182,0.3773297098272991,0.35239142385926336,0.11439114391143909,0.0,0.885777438883212,0.08301306687163726,0.4313395113732096,0.6363636363636364,1.0,0.06408483171968649,0.47870528109028965
0,Amar Priya Cafe by Moheener Ghoraguli.wav,0.5454545454545454,0.5,0.42687938515401574,0.12527395458928736,0.3897746014293568,0.05791753569709609,0.0,0.674825862045901,0.09761721752498079,0.7602818411579995,0.8181818181818182,1.0,0.38220378054402954,0.7836456558773423
0,Ami ek garib premik neela আমি এক গরীব প্রেমিক নীলা Argha dev Lyrical Video.wav,0.38636363636363635,0.5,0.18110949369754775,0.4255281844481459,0.5854865310610226,0.1416653296967752,0.00033292682926829264,1.0,0.1452728670253651,0.0,0.36363636363636365,1.0,0.0,0.4599659284497445
0,Amra Bhison EkaCactus আমরা ভীষণ একা ক্যাকটাস LYRICS.wav,0.0,0.5,0.25337823606228965,0.819996493381257,0.4249587685541507,0.20583988448580137,0.0,0.34759365992753555,0.1575710991544966,0.5502795435398636,0.09090909090909091,0.0,0.5965882895343477,0.333901192504259
0,Aro Ekber Fossils Audio Song Rupam Islam.wav,1.0,0.5,0.5374121799042346,0.5189620408521082,0.11159978009895549,0.01973367559762553,0.032134146341463415,0.0753117709950843,0.07071483474250576,0.3935053994026192,0.2727272727272727,1.0,0.4409866297833103,0.21294718909710397
0,Baari Esho.wav,0.6818181818181819,0.5,0.3213220873684161,0.5170246339966685,0.3930731170973062,0.27482753088400447,0.001548780487804878,0.012952426817810898,0.5257494235203689,0.9438615302136784,0.09090909090909091,0.0,0.9711848778238821,0.48892674616695064
0,Bhalo Lage - Moheener Ghoraguli II ভালোবাসি জ্যোৎস্নায় কাশবনে ছুটতে (Lyrics).wav,0.4545454545454546,0.5,0.25790439369614365,0.5831419303936177,0.5623969213853766,0.08487084870848707,0.0,0.5945613596395094,0.0699461952344351,0.2826070307114956,0.8181818181818182,1.0,0.32342093130474875,0.5689948892674616
0,Bhalo Theko - Recreated ভালো থেকো Cactuss New Band Song.wav,0.5681818181818182,0.5,0.46845263448585744,0.3513982642237222,0.4370533260032986,0.610139579656666,0.007439024390243901,0.18397755886835282,0.1014604150653344,0.9843761966761124,0.36363636363636365,1.0,0.7821576763485478,0.34241908006814314
0,Bishakto Chumbon OFFICIAL MUSIC VIDEO EESHAAN ALBUM SANKRAMAN.wav,0.13636363636363635,0.5,0.24457633385912275,0.17590076268957655,0.8097855964815834,0.02566982191561045,0.03036585365853658,0.05287887160458001,0.07609531129900074,0.6879834571494217,1.0,1.0,0.89741816505302,0.6269165247018739
0,Bnaador.wav,0.4318181818181818,0.5,0.2306163905882132,0.5266853686332952,0.7152281473336999,0.4641424675116316,0.0,0.020155651392743473,0.2551883166794774,0.9520563682315998,0.09090909090909091,1.0,0.9781005071461504,0.4974446337308348
0,Bondhu Tomay - Chandrabindu.wav,0.7045454545454546,0.5,0.6530187645976773,0.3245901639344261,0.6272677295217153,0.7192363227980104,0.0,0.5904452313109765,0.0,0.7915294478057746,0.6363636363636364,1.0,0.562010142923006,0.8892674616695061
0,Brishti Uh Ma with lyrics Cactus Bengali Band Songs Cactus.wav,0.022727272727272728,0.5,1.0,0.8318839309196108,0.010445299615173181,0.374298090806995,0.021280487804878047,0.7026097282634981,0.0453497309761722,0.2775522708125908,0.36363636363636365,1.0,0.2035500230520978,0.0
0,Chandrabindu Mon Lyrics.wav,0.75,0.5,0.5044161631101771,0.01802402033838868,0.3139087410665201,0.29087116958126097,0.0,0.37743559030939905,0.0,0.7849429424829593,0.8181818181818182,1.0,0.48132780082987553,0.6575809199318569
0,Chandrabindu - Juju.wav,0.5454545454545454,0.5,0.0,0.1717278863855527,0.9219351291918638,0.39836354885287983,0.009390243902439024,0.29922915206727396,0.11760184473481941,0.9313778050088075,0.8181818181818182,1.0,0.8305670816044259,0.9999999999999999
0,Chi Chi Chi ছিঃ ছিঃ ছিঃ Cactus Bangla Rock Band Song.wav,0.11363636363636365,0.5,0.31717740010390966,0.5614534934689225,0.703133589884552,0.43526391785656976,0.11829268292682926,0.00042499024992102185,0.23443504996156803,0.7026116259477675,0.5454545454545454,1.0,0.9319963116643615,0.444633730834753
0,Classroom by prithibi band lyrics(ক্লাসরুম -পৃথিবী).wav,0.7045454545454546,0.5,0.41832087508834664,0.5443850267379678,0.39637163276525567,0.11599550778116474,0.0,0.01624532948063722,0.011529592621060736,0.9048786091751551,0.5454545454545454,1.0,0.6588289534347627,0.4020442930153322
0,Coffee Houser Sei Addata Aaj Aar Nei Manna Dey Suparnakanti Ghosh Bangla Gaan bengali songs.wav,0.6136363636363636,0.5,0.496707185216736,0.39380205137196456,0.7097306212204508,0.14326969356650085,0.2115853658536585,0.9300258184149407,0.05073020753266719,0.3278701079880524,0.36363636363636365,1.0,0.37298294144767175,0.6098807495741055
0,Darjeeling by Anjan Dutta 1994.wav,0.29545454545454547,0.5,0.24414103638244394,0.10531252739545893,0.7965915338097858,0.14326969356650085,0.0001323170731707317,0.6099968408715077,0.03382013835511147,0.16052692042582506,0.18181818181818182,1.0,0.32226832641770403,0.7683134582623509
